,MAS_S,MAS_O,MAS_D,MAS_M,PD,METACOG
50116,3.0,2.5,1.0,2.0,45.0,8.5
50117,4.5,2.0,0.5,3.5,37.0,10.5
50118,4.5,2.5,0.0,4.0,28.0,11.0
50119,3.0,3.5,0.5,1.5,31.0,8.5
50120,5.0,3.0,1.0,3.5,47.0,12.5
50121,3.5,3.5,1.0,1.5,34.0,9.5
50122,4.0,3.0,0.0,1.5,45.0,8.5
50123,3.0,2.0,1.0,2.5,31.0,8.5
50124,4.5,3.5,0.5,3.5,38.0,12.0
50125,5.0,3.0,1.5,2.5,27.0,12.0
50126,5.0,2.0,1.5,1.5,34.0,10.0
50127,3.0,2.0,1.0,3.5,42.0,9.5
50128,5.0,2.0,1.5,1.5,46.0,10.0
50129,4.5,2.0,1.5,2.5,26.0,10.5
50130,3.5,3.5,1.5,3.0,23.0,11.5
50131,5.5,3.0,0.5,3.0,42.0,12.0
50132,3.0,2.5,0.0,3.5,34.0,9.0
50133,3.0,2.5,1.5,1.5,30.0,8.5
50134,3.5,3.0,1.0,2.5,25.0,10.0
50135,3.0,2.5,1.0,1.0,46.0,7.5
50136,4.0,3.5,0.0,4.0,25.0,11.5
50137,4.0,2.0,1.0,3.0,32.0,10.0
50138,5.0,2.0,0.0,2.0,30.0,9.0
50139,5.5,2.5,0.5,3.5,46.0,12.0
50140,5.0,2.0,1.5,2.5,39.0,11.0
50141,4.0,2.5,0.5,1.5,42.0,8.5
50142,4.5,2.5,1.5,1.0,40.0,9.5
50143,4.0,2.5,1.0,3.0,48.0,10.5
50144,3.0,3.0,0.0,3.5,48.0,9.5
50145,4.0,3.0,0.5,1.0,42.0,8.5
50146,3.0,3.5,1.0,1.5,34.0,9.0
50147,5.0,2.5,1.5,3.0,27.0,12.0
50148,4.0,2.5,0.5,2.0,39.0,9.0
50149,3.5,3.0,1.5,3.5,29.0,11.5
50150,5.5,3.0,0.0,1.5,34.0,10.0
50151,4.0,2.0,0.5,3.0,36.0,9.5
50152,4.5,2.0,0.5,3.5,41.0,10.5
50153,3.5,3.5,1.5,3.5,39.0,12.0
50154,4.0,2.5,1.5,1.5,28.0,9.5
50155,4.5,2.5,0.0,2.5,39.0,9.5
50156,5.0,3.5,0.5,3.5,46.0,12.5
50157,5.5,3.0,1.5,4.0,31.0,14.0
50158,5.5,2.5,0.0,3.0,39.0,11.0
50159,4.5,2.5,0.5,4.0,25.0,11.5
50160,4.0,2.5,0.5,4.0,35.0,11.0
50161,3.0,2.5,0.0,1.0,30.0,6.5
50162,4.5,2.0,1.5,2.5,35.0,10.5
50163,4.5,3.0,1.5,1.5,37.0,10.5
50164,5.5,3.5,1.0,1.0,42.0,11.0
50165,3.5,2.5,0.0,1.5,49.0,7.5
50166,4.5,2.5,0.0,1.5,44.0,8.5
50167,5.5,2.0,1.5,4.0,30.0,13.0
50168,4.0,2.5,0.0,2.5,41.0,9.0
50169,4.0,2.0,0.5,1.5,27.0,8.0
50170,3.0,3.5,1.0,1.0,33.0,8.5
50171,4.0,2.5,0.0,1.5,50.0,8.0
50172,4.5,2.0,1.5,2.0,42.0,10.0
50173,4.0,2.0,0.5,3.5,45.0,10.0
50174,4.5,3.0,1.0,3.5,28.0,12.0
50175,5.0,2.0,0.5,2.0,40.0,9.5
50176,5.0,2.0,0.0,2.5,31.0,9.5
50177,5.0,3.5,0.0,3.0,44.0,11.5
50178,4.5,2.0,1.5,3.0,35.0,11.0
50179,3.0,3.0,0.5,3.5,23.0,10.0
50180,3.0,3.0,0.5,1.5,43.0,8.0
50181,3.5,3.0,1.5,2.5,47.0,10.5
50182,4.0,3.5,1.5,2.0,40.0,11.0
50183,3.5,3.5,0.5,2.5,39.0,10.0
50184,4.5,3.0,1.0,1.0,45.0,9.5
50185,4.5,3.0,0.5,3.0,33.0,11.0
50186,5.0,2.0,0.0,3.5,45.0,10.5
50187,5.5,3.5,1.0,3.0,37.0,13.0
50188,5.0,3.5,0.5,3.0,43.0,12.0
50189,3.0,3.0,0.5,1.0,48.0,7.5
50190,4.5,3.5,1.5,3.0,32.0,12.5
50191,3.0,2.5,1.5,3.0,39.0,10.0
50192,4.5,3.0,0.0,1.5,50.0,9.0
50193,4.5,2.0,1.0,3.5,49.0,11.0
50194,3.0,3.5,1.0,4.0,45.0,11.5
50195,4.5,3.5,1.5,2.5,33.0,12.0
50196,5.0,3.5,0.5,3.5,30.0,12.5
50197,5.5,3.0,1.0,2.0,38.0,11.5
50198,3.5,2.5,1.5,1.0,41.0,8.5
50199,3.0,3.0,0.5,2.0,33.0,8.5
50200,5.0,2.0,1.0,2.0,38.0,10.0
50201,5.5,3.5,1.0,2.0,23.0,12.0
50202,5.5,2.0,1.0,1.5,45.0,10.0
50203,3.0,2.0,0.5,2.5,36.0,8.0
50204,5.5,2.5,0.5,2.5,29.0,11.0
50205,3.0,2.5,0.0,3.5,49.0,9.0
50206,5.5,3.0,1.0,2.5,45.0,12.0
50207,3.0,3.5,1.0,1.0,32.0,8.5
50208,4.5,3.5,0.5,2.0,50.0,10.5
50209,4.5,3.5,0.5,2.5,40.0,11.0
50210,5.0,2.5,0.0,2.5,47.0,10.0
50211,5.0,3.5,0.0,1.5,36.0,10.0
50212,5.5,2.0,0.0,4.0,47.0,11.5
50213,4.0,2.0,0.5,2.0,49.0,8.5
50214,5.0,3.5,0.5,2.5,49.0,11.5
50215,4.5,2.5,1.0,4.0,46.0,12.0
50216,5.5,3.0,0.5,3.0,48.0,12.0
50217,4.0,2.5,0.0,2.5,31.0,9.0
50218,4.5,3.0,1.0,3.0,35.0,11.5
50219,5.0,3.5,1.0,2.5,50.0,12.0
50220,4.0,3.0,1.0,3.0,31.0,11.0
50221,4.0,2.5,0.5,3.5,43.0,10.5
50222,5.5,3.0,1.5,1.0,47.0,11.0
50223,3.0,3.0,1.5,1.0,23.0,8.5
50224,3.5,2.0,1.5,1.0,49.0,8.0
50225,5.5,2.5,0.0,1.0,25.0,9.0
50226,4.0,2.5,0.0,2.0,42.0,8.5
50227,5.5,3.0,1.0,3.0,32.0,12.5
50228,5.5,2.0,0.5,3.0,37.0,11.0
50229,5.0,3.0,1.0,2.5,42.0,11.5
50230,3.5,2.5,1.5,2.0,48.0,9.5
50231,4.5,2.0,1.5,3.0,26.0,11.0
50232,3.5,3.5,0.0,1.0,34.0,8.0
50233,4.0,3.5,0.5,1.0,37.0,9.0
50234,4.5,2.5,0.0,2.5,38.0,9.5
50235,3.0,3.5,1.5,1.5,27.0,9.5
50236,4.0,2.0,0.5,2.0,29.0,8.5
50237,5.5,2.0,0.5,2.0,50.0,10.0
50238,4.0,2.5,1.0,2.5,45.0,10.0
50239,4.0,2.0,1.5,4.0,28.0,11.5
50240,4.5,3.0,0.0,2.0,32.0,9.5
50241,5.0,2.5,0.5,2.0,39.0,10.0
50242,3.5,3.5,1.0,2.0,35.0,10.0
50243,4.0,2.5,1.5,3.0,31.0,11.0
50244,4.5,2.5,1.5,3.5,26.0,12.0
50245,4.0,2.0,0.0,1.5,43.0,7.5
50246,3.5,3.0,0.0,2.5,37.0,9.0
50247,4.5,3.0,0.5,1.0,26.0,9.0
50248,4.5,2.5,0.5,3.0,29.0,10.5
50249,4.5,3.0,0.0,2.0,31.0,9.5
50250,3.5,3.0,0.5,3.5,45.0,10.5
50251,4.5,3.0,1.0,2.0,32.0,10.5
50252,3.5,3.0,1.0,4.0,36.0,11.5
50253,5.0,2.0,1.5,4.0,44.0,12.5
50254,4.0,3.5,0.0,3.5,26.0,11.0
50255,4.0,2.0,0.5,2.5,49.0,9.0
50256,3.5,3.5,0.0,2.0,50.0,9.0
50257,3.5,2.5,0.0,2.5,48.0,8.5
50258,3.0,2.0,0.5,2.5,49.0,8.0
50259,5.5,2.0,1.5,3.0,26.0,12.0
50260,3.0,2.5,0.0,3.5,40.0,9.0
50261,3.0,3.0,0.0,2.0,31.0,8.0
50262,5.0,2.0,1.0,2.0,23.0,10.0
50263,3.5,2.5,1.5,2.5,25.0,10.0
50264,4.0,3.5,0.5,2.0,48.0,10.0
50265,5.5,2.0,0.5,3.0,49.0,11.0
50266,3.5,3.0,0.5,3.0,49.0,10.0
50267,5.0,3.0,0.5,4.0,24.0,12.5
50268,4.0,2.0,1.5,2.0,26.0,9.5
50269,3.5,3.5,0.0,1.5,43.0,8.5
50270,5.5,2.0,0.5,4.0,41.0,12.0
50271,5.0,3.5,1.0,2.0,35.0,11.5
50272,5.0,3.5,1.0,3.0,23.0,12.5
50273,5.0,2.5,0.0,2.5,42.0,10.0
50274,4.5,2.5,0.5,3.5,27.0,11.0
50275,3.0,3.5,0.5,2.5,29.0,9.5
50276,4.0,3.5,1.0,1.5,49.0,10.0
50277,3.5,3.0,0.5,2.0,45.0,9.0
50278,4.5,2.5,1.5,4.0,41.0,12.5
50279,4.5,2.0,0.0,4.0,29.0,10.5
50280,4.0,2.5,0.0,4.0,28.0,10.5
50281,4.5,2.5,0.5,1.0,28.0,8.5
50282,3.5,2.5,0.0,1.5,37.0,7.5
50283,4.5,3.5,1.0,1.0,36.0,10.0
50284,5.5,2.0,0.0,2.0,39.0,9.5
50285,3.0,3.0,1.5,4.0,43.0,11.5
50286,5.5,3.0,0.5,2.5,29.0,11.5
50287,4.0,3.5,0.5,3.0,30.0,11.0
50288,4.5,2.0,0.5,3.5,39.0,10.5
50289,3.5,2.5,1.0,1.5,43.0,8.5
50290,3.0,3.5,0.5,2.5,37.0,9.5
50291,3.0,2.0,0.0,1.0,42.0,6.0
50292,3.5,3.0,0.0,2.0,36.0,8.5
50293,3.5,3.0,0.0,1.5,50.0,8.0
50294,4.5,2.5,1.5,3.5,36.0,12.0
50295,5.0,3.0,1.5,4.0,32.0,13.5
50296,3.5,2.5,0.5,1.5,49.0,8.0
50297,5.0,3.0,1.0,3.5,40.0,12.5
50298,4.5,3.0,0.0,3.5,50.0,11.0
50299,4.5,3.5,1.0,1.5,42.0,10.5
50300,5.0,3.5,1.5,3.5,24.0,13.5
50301,5.0,3.0,0.0,1.0,30.0,9.0
50302,3.0,2.0,0.5,2.0,48.0,7.5
50303,4.0,3.5,1.5,2.0,43.0,11.0
50304,5.0,2.0,0.5,3.0,28.0,10.5
50305,5.5,2.0,1.5,1.0,25.0,10.0
50306,5.5,2.5,1.0,3.5,37.0,12.5
50307,5.5,3.0,1.0,3.5,48.0,13.0
50308,3.5,2.5,1.5,4.0,36.0,11.5
50309,5.5,3.0,0.5,4.0,43.0,13.0
50310,3.0,2.5,0.0,1.5,35.0,7.0
50311,4.0,3.5,1.0,1.0,33.0,9.5
50312,5.0,2.5,1.0,3.0,27.0,11.5
50313,3.0,2.0,1.5,2.0,46.0,8.5
50314,3.5,2.5,0.0,3.0,40.0,9.0
50315,5.0,2.0,1.0,4.0,41.0,12.0
50316,3.0,3.5,0.5,1.0,35.0,8.0
50317,4.0,2.0,1.5,3.0,27.0,10.5
50318,3.0,3.5,1.0,2.5,32.0,10.0
50319,3.0,3.0,1.0,3.5,26.0,10.5
50320,3.5,3.5,1.5,1.0,25.0,9.5
50321,5.0,3.5,1.5,3.5,43.0,13.5
50322,5.0,3.0,0.5,4.0,35.0,12.5
50323,5.5,2.5,1.0,2.0,48.0,11.0
50324,4.5,3.5,1.0,2.0,29.0,11.0
50325,5.5,2.5,0.5,1.5,26.0,10.0
50326,3.5,3.0,1.5,2.0,45.0,10.0
50327,3.5,2.5,0.5,3.0,32.0,9.5
50328,3.5,3.5,1.5,2.5,34.0,11.0
50329,5.0,2.5,0.5,2.5,30.0,10.5
50330,4.5,3.0,1.5,3.5,50.0,12.5
50331,5.5,3.0,1.5,2.5,45.0,12.5
50332,4.0,3.5,0.5,3.0,50.0,11.0
50333,3.0,3.0,1.0,1.5,48.0,8.5
50334,5.5,3.0,0.5,1.0,35.0,10.0
50335,4.5,2.5,1.5,2.5,32.0,11.0
50336,5.0,3.5,1.5,2.5,25.0,12.5
50337,5.0,3.5,0.0,1.0,28.0,9.5
50338,3.0,3.0,0.5,1.5,35.0,8.0
50339,4.0,2.0,1.5,4.0,27.0,11.5
50340,3.5,3.0,0.5,1.0,29.0,8.0
50341,4.5,3.0,1.5,4.0,49.0,13.0
50342,3.5,2.0,0.5,3.0,27.0,9.0
50343,3.5,2.5,0.0,4.0,34.0,10.0
50344,4.0,2.5,0.5,2.0,24.0,9.0
50345,5.5,3.5,1.0,1.0,30.0,11.0
50346,5.5,2.0,0.5,1.5,33.0,9.5
50347,4.0,2.5,0.5,1.0,23.0,8.0
50348,5.0,2.0,0.0,2.5,34.0,9.5
50349,5.5,2.5,1.0,3.5,36.0,12.5
50350,3.5,2.5,1.0,3.5,32.0,10.5
50351,4.0,3.5,1.0,4.0,29.0,12.5
50352,3.0,3.5,1.5,3.5,25.0,11.5
50353,3.5,3.0,0.5,4.0,41.0,11.0
50354,4.0,3.0,0.0,1.0,26.0,8.0
50355,3.0,3.0,0.5,4.0,33.0,10.5
50356,5.5,2.5,1.5,2.0,48.0,11.5
50357,5.0,3.0,1.5,2.0,32.0,11.5
50358,4.5,3.0,1.5,4.0,40.0,13.0
50359,4.5,3.5,1.5,3.0,34.0,12.5
50360,4.5,2.5,1.5,2.5,32.0,11.0
50361,5.5,2.0,1.5,3.0,49.0,12.0
50362,4.5,2.5,1.5,1.5,36.0,10.0
50363,4.5,2.0,1.0,1.0,49.0,8.5
50364,3.0,3.5,1.0,3.5,43.0,11.0
50365,5.0,3.5,0.0,3.0,46.0,11.5
50366,4.5,3.0,1.5,1.0,35.0,10.0
50367,5.0,2.5,1.0,1.0,44.0,9.5
50368,3.5,2.0,0.5,3.0,32.0,9.0
50369,5.0,2.0,0.0,1.0,25.0,8.0
50370,5.5,2.5,0.0,1.0,31.0,9.0
50371,3.0,2.5,0.0,4.0,24.0,9.5
50372,4.0,3.0,0.5,3.0,39.0,10.5
50373,4.0,3.0,0.0,4.0,42.0,11.0
50374,4.5,3.0,0.5,2.0,31.0,10.0
50375,4.0,2.5,0.0,1.0,43.0,7.5
50376,3.0,3.5,0.5,2.0,42.0,9.0
50377,5.5,3.0,1.0,4.0,35.0,13.5
50378,5.5,3.5,0.0,2.0,31.0,11.0
50379,3.5,3.5,1.0,1.0,46.0,9.0
50380,4.5,2.0,1.5,3.5,45.0,11.5
50381,4.5,3.0,0.5,2.0,41.0,10.0
50382,3.0,3.0,0.0,2.0,46.0,8.0
50383,4.0,3.5,1.5,3.5,30.0,12.5
50384,3.5,3.5,1.5,4.0,30.0,12.5
50385,4.0,3.0,1.0,2.5,36.0,10.5
50386,3.0,3.0,1.5,2.0,50.0,9.5
50387,3.0,2.0,0.0,2.5,43.0,7.5
50388,5.5,2.5,0.5,3.5,23.0,12.0
50389,4.5,3.5,1.5,2.5,38.0,12.0
50390,4.5,3.0,0.5,2.0,47.0,10.0
50391,3.0,2.0,0.0,2.0,46.0,7.0
50392,3.0,3.5,1.0,3.0,37.0,10.5
50393,5.0,3.0,1.5,1.0,31.0,10.5
50394,3.5,2.0,1.5,4.0,23.0,11.0
50395,4.0,3.5,1.0,2.0,26.0,10.5
50396,3.5,2.0,0.0,3.0,26.0,8.5
50397,5.5,2.0,1.5,2.5,31.0,11.5
50398,5.5,2.5,1.0,4.0,26.0,13.0
50399,5.5,2.0,0.0,3.0,26.0,10.5
50400,3.5,3.5,0.5,3.5,49.0,11.0
50401,5.0,2.0,0.5,3.0,27.0,10.5
50402,4.5,2.0,0.0,1.0,28.0,7.5
50403,4.0,2.0,0.0,3.0,26.0,9.0
50404,3.5,3.5,0.5,3.5,48.0,11.0
50405,5.5,2.5,1.0,2.0,31.0,11.0
50406,3.0,2.0,1.5,1.5,42.0,8.0
50407,4.0,3.0,0.0,1.5,49.0,8.5
50408,5.0,3.0,0.5,4.0,36.0,12.5
50409,4.0,3.5,1.5,1.5,42.0,10.5
50410,4.0,2.0,1.5,3.5,43.0,11.0
50411,3.0,2.5,0.0,3.0,25.0,8.5
50412,4.5,3.5,1.5,2.5,48.0,12.0
50413,4.5,2.5,1.5,3.0,42.0,11.5
50414,4.5,3.0,0.5,2.0,50.0,10.0
50415,4.0,2.5,1.5,1.0,49.0,9.0
50416,4.5,3.0,1.5,4.0,36.0,13.0
50417,3.0,3.0,0.0,1.5,40.0,7.5
50418,4.5,3.0,0.0,4.0,24.0,11.5
50419,5.5,3.5,0.0,1.0,43.0,10.0
50420,4.0,3.5,0.5,3.5,44.0,11.5
50421,5.5,2.0,1.5,2.5,47.0,11.5
50422,3.5,3.0,1.5,2.0,39.0,10.0
50423,3.0,3.0,1.0,1.5,27.0,8.5
50424,5.0,3.5,0.0,4.0,41.0,12.5
50425,4.0,2.5,0.0,3.5,38.0,10.0
50426,4.0,2.0,1.0,1.0,28.0,8.0
50427,4.0,3.5,1.0,1.0,36.0,9.5
50428,4.0,2.5,1.5,2.5,36.0,10.5
50429,5.5,2.0,0.0,1.5,33.0,9.0
50430,5.5,3.5,1.0,1.0,33.0,11.0
50431,3.5,2.0,1.5,2.0,26.0,9.0
50432,4.5,3.5,0.5,2.0,32.0,10.5
50433,4.5,3.0,0.0,3.0,47.0,10.5
50434,4.5,2.5,0.0,3.0,43.0,10.0
50435,4.5,2.0,1.5,3.0,31.0,11.0
50436,5.5,2.0,1.5,2.5,30.0,11.5
50437,3.5,2.5,0.0,3.5,27.0,9.5
50438,5.5,3.5,1.5,1.0,28.0,11.5
50439,5.5,3.0,1.5,4.0,32.0,14.0
50440,3.0,3.5,1.5,3.0,45.0,11.0
50441,5.5,3.5,0.0,1.5,25.0,10.5
50442,5.0,2.5,1.5,2.0,27.0,11.0
50443,3.0,3.0,0.5,1.0,26.0,7.5
50444,4.0,2.0,1.0,3.0,41.0,10.0
50445,5.5,2.0,1.5,4.0,23.0,13.0
50446,3.5,3.5,0.0,2.5,38.0,9.5
50447,3.0,3.0,0.5,3.0,38.0,9.5
50448,4.0,3.0,0.0,2.5,35.0,9.5
50449,5.5,2.5,1.5,3.5,46.0,13.0
50450,5.5,3.5,0.0,4.0,40.0,13.0
50451,3.0,2.5,1.0,4.0,30.0,10.5
50452,3.5,3.0,1.0,1.5,39.0,9.0
50453,5.5,3.5,0.0,3.5,26.0,12.5
50454,3.0,3.0,0.0,1.0,28.0,7.0
50455,5.5,2.5,0.0,3.5,32.0,11.5
50456,3.0,3.0,0.0,4.0,28.0,10.0
50457,4.0,3.5,1.0,1.5,34.0,10.0
50458,4.0,2.0,1.5,3.5,46.0,11.0
50459,3.5,2.0,0.0,4.0,48.0,9.5
50460,5.5,2.5,1.0,2.0,36.0,11.0
50461,4.5,3.0,1.0,4.0,42.0,12.5
50462,4.0,3.5,1.5,2.5,41.0,11.5
50463,5.0,2.0,1.5,1.0,45.0,9.5
50464,5.0,2.5,1.0,3.5,28.0,12.0
50465,3.5,3.5,1.5,3.5,23.0,12.0
50466,5.0,3.0,0.5,2.5,28.0,11.0
50467,3.0,2.0,0.0,1.0,48.0,6.0
50468,5.0,3.5,1.0,3.5,37.0,13.0
50469,4.5,2.5,1.0,4.0,33.0,12.0
50470,4.0,3.0,0.0,2.5,28.0,9.5
50471,3.5,2.5,0.0,4.0,37.0,10.0
50472,4.0,3.5,0.0,3.5,35.0,11.0
50473,3.0,3.0,1.5,2.0,50.0,9.5
50474,4.0,2.0,0.5,3.5,34.0,10.0
50475,5.0,2.5,0.5,1.5,28.0,9.5
50476,5.0,2.5,0.0,1.0,26.0,8.5
50477,4.0,2.0,0.0,2.5,35.0,8.5
50478,5.0,3.0,0.0,1.5,32.0,9.5
50479,5.0,3.5,0.5,1.5,31.0,10.5
50480,3.0,3.5,1.5,2.5,30.0,10.5
50481,5.5,2.5,0.0,2.5,38.0,10.5
50482,5.0,2.5,1.5,1.5,41.0,10.5
50483,4.0,3.0,1.0,2.0,33.0,10.0
50484,3.0,2.0,0.5,1.5,50.0,7.0
50485,5.0,2.5,1.5,3.0,43.0,12.0
50486,4.5,3.0,1.5,3.5,48.0,12.5
50487,5.0,2.0,1.5,2.0,39.0,10.5
50488,3.0,2.0,0.5,3.0,37.0,8.5
50489,5.5,3.0,1.0,2.5,35.0,12.0
50490,4.0,2.5,0.5,3.5,25.0,10.5
50491,4.5,3.0,1.0,2.0,42.0,10.5
50492,4.5,2.0,1.5,2.0,29.0,10.0
50493,5.0,2.0,0.5,2.0,25.0,9.5
50494,5.0,2.5,0.0,3.5,30.0,11.0
50495,4.5,3.5,0.0,4.0,41.0,12.0
50496,4.0,2.0,1.0,1.0,43.0,8.0
50497,5.0,3.5,0.0,4.0,24.0,12.5
50498,5.5,2.0,1.5,3.0,40.0,12.0
50499,4.5,2.0,1.0,1.5,34.0,9.0
50500,5.5,2.0,0.0,1.0,38.0,8.5
50501,4.0,2.0,1.5,1.5,24.0,9.0
50502,4.5,3.5,1.0,1.0,41.0,10.0
50503,3.5,2.0,1.5,2.0,28.0,9.0
50504,3.5,2.5,1.5,2.0,36.0,9.5
50505,5.5,3.0,1.0,2.5,41.0,12.0
50506,4.5,2.0,1.0,2.0,24.0,9.5
50507,3.0,3.5,0.5,2.0,28.0,9.0
50508,4.5,2.5,1.5,4.0,25.0,12.5
50509,3.5,3.0,1.0,1.0,35.0,8.5
50510,4.0,3.5,1.5,4.0,35.0,13.0
50511,3.0,3.5,0.5,2.5,39.0,9.5
50512,4.0,3.5,1.0,3.0,48.0,11.5
50513,5.0,2.0,1.5,1.5,42.0,10.0
50514,3.0,2.5,1.5,3.5,27.0,10.5
50515,5.0,2.5,1.5,1.0,48.0,10.0
50516,5.0,3.5,1.0,3.0,39.0,12.5
50517,4.0,3.0,1.5,1.0,33.0,9.5
50518,4.0,3.0,0.0,2.5,31.0,9.5
50519,4.0,2.0,0.5,1.0,45.0,7.5
50520,3.0,2.5,0.5,3.0,48.0,9.0
50521,4.5,2.5,1.5,3.0,45.0,11.5
50522,5.0,3.5,1.0,1.0,48.0,10.5
50523,4.5,3.5,0.0,2.0,47.0,10.0
50524,4.5,3.5,1.0,3.5,40.0,12.5
50525,5.0,3.5,1.0,2.0,45.0,11.5
50526,4.5,2.5,0.0,2.5,28.0,9.5
50527,5.5,2.5,1.0,1.0,41.0,10.0
50528,5.5,3.0,1.5,3.5,37.0,13.5
50529,3.0,3.5,0.0,1.5,28.0,8.0
50530,3.0,3.5,1.0,1.5,43.0,9.0
50531,3.5,2.0,1.0,3.0,23.0,9.5
50532,3.0,3.5,0.5,2.5,29.0,9.5
50533,4.5,2.0,1.5,4.0,48.0,12.0
50534,5.0,3.0,0.0,3.5,41.0,11.5
50535,4.5,3.5,1.0,3.0,48.0,12.0
50536,5.0,2.5,1.5,2.0,34.0,11.0
50537,4.0,3.5,0.5,3.0,34.0,11.0
50538,5.0,3.0,1.0,1.0,27.0,10.0
50539,5.0,3.0,1.5,3.0,36.0,12.5
50540,4.5,3.5,0.0,4.0,33.0,12.0
50541,3.0,2.0,1.0,2.0,39.0,8.0
50542,3.0,3.0,1.0,1.5,26.0,8.5
50543,3.5,3.0,0.5,2.0,49.0,9.0
50544,5.5,3.0,0.0,1.5,47.0,10.0
50545,3.5,3.0,1.5,2.5,25.0,10.5
50546,3.5,2.5,1.0,2.5,34.0,9.5
50547,5.5,3.5,0.0,3.0,39.0,12.0
50548,4.0,2.0,0.0,4.0,50.0,10.0
50549,5.0,3.5,0.5,4.0,38.0,13.0
50550,3.5,3.5,1.0,3.5,35.0,11.5
50551,3.5,3.0,1.5,3.5,36.0,11.5
50552,3.0,2.5,0.5,1.0,34.0,7.0
50553,4.0,3.0,1.0,2.5,35.0,10.5
50554,4.5,2.5,1.5,2.0,47.0,10.5
50555,3.0,2.5,1.0,1.5,40.0,8.0
50556,3.5,2.0,1.5,2.5,47.0,9.5
50557,5.5,2.0,0.0,2.0,39.0,9.5
50558,4.0,3.5,1.0,3.5,27.0,12.0
50559,3.0,3.5,0.0,4.0,43.0,10.5
50560,5.0,3.0,1.0,3.0,28.0,12.0
50561,4.0,2.5,1.5,4.0,49.0,12.0
50562,5.5,2.0,1.5,2.5,41.0,11.5
50563,3.0,3.5,1.5,4.0,31.0,12.0
50564,5.5,3.5,0.0,4.0,43.0,13.0
50565,5.0,3.0,0.0,2.5,33.0,10.5
50566,5.5,3.5,0.0,4.0,23.0,13.0
50567,4.0,3.0,0.5,4.0,49.0,11.5
50568,4.0,2.0,1.5,1.0,37.0,8.5
50569,3.0,2.5,0.0,1.0,35.0,6.5
50570,4.5,2.5,1.5,1.0,48.0,9.5
50571,5.0,3.0,1.0,1.0,41.0,10.0
50572,5.5,2.0,0.5,3.5,48.0,11.5
50573,3.5,2.5,0.5,4.0,32.0,10.5
50574,3.0,2.0,0.5,4.0,41.0,9.5
50575,4.0,3.5,0.5,3.0,50.0,11.0
50576,4.0,2.5,0.0,2.5,27.0,9.0
50577,5.5,2.5,1.0,1.0,38.0,10.0
50578,5.5,2.0,0.5,4.0,39.0,12.0
50579,5.0,3.0,1.5,2.0,50.0,11.5
50580,3.5,2.5,0.5,1.0,37.0,7.5
50581,4.5,3.5,1.0,1.5,27.0,10.5
50582,3.0,2.0,0.5,2.0,27.0,7.5
50583,4.5,2.5,1.0,2.0,30.0,10.0
50584,5.0,3.0,1.5,2.0,39.0,11.5
50585,5.5,2.5,1.0,2.0,32.0,11.0
50586,5.5,2.0,1.5,4.0,39.0,13.0
50587,4.5,3.5,1.0,3.5,25.0,12.5
50588,4.0,3.0,1.0,1.0,32.0,9.0
50589,4.5,3.0,1.0,1.5,38.0,10.0
50590,4.0,3.5,1.0,3.0,42.0,11.5
50591,4.0,2.0,1.0,1.0,28.0,8.0
50592,5.5,2.0,0.5,3.5,42.0,11.5
50593,5.5,2.0,0.0,3.0,28.0,10.5
50594,3.5,3.0,1.0,4.0,35.0,11.5
50595,3.0,2.5,0.5,3.0,27.0,9.0
50596,3.5,3.0,0.5,2.0,32.0,9.0
50597,3.0,2.5,1.5,3.0,41.0,10.0
50598,4.5,3.0,1.0,4.0,37.0,12.5
50599,4.5,2.5,1.5,2.0,25.0,10.5
50600,5.5,3.5,0.0,1.5,40.0,10.5
50601,3.0,2.5,1.0,3.0,38.0,9.5
50602,3.5,2.5,0.5,2.5,41.0,9.0
50603,4.0,3.5,0.5,1.0,47.0,9.0
50604,4.0,3.5,0.0,3.0,24.0,10.5
50605,4.0,2.0,0.5,2.5,39.0,9.0
50606,3.5,2.0,1.5,1.0,28.0,8.0
50607,4.0,3.5,1.0,2.5,30.0,11.0
50608,4.5,2.5,1.5,1.5,28.0,10.0
50609,4.5,3.5,1.0,2.0,34.0,11.0
50610,5.0,2.0,1.5,1.5,25.0,10.0
50611,5.5,2.0,1.5,3.0,36.0,12.0
50612,4.5,3.5,0.5,3.0,42.0,11.5
50613,3.5,3.0,1.5,3.5,38.0,11.5
50614,3.0,2.5,0.0,1.0,32.0,6.5
50615,5.0,3.0,1.5,4.0,47.0,13.5
50616,5.0,3.0,0.5,4.0,45.0,12.5
50617,4.0,2.5,1.0,2.0,34.0,9.5
50618,5.5,3.5,1.0,3.0,35.0,13.0
50619,3.5,2.0,0.0,2.5,45.0,8.0
50620,4.5,3.0,1.0,2.5,35.0,11.0
50621,4.0,3.5,1.5,1.0,36.0,10.0
50622,3.0,2.0,1.5,1.0,36.0,7.5
50623,4.0,3.5,0.0,1.5,40.0,9.0
50624,3.5,3.5,1.0,2.0,29.0,10.0
50625,3.5,3.0,0.5,2.5,37.0,9.5
50626,3.0,2.5,0.0,1.5,46.0,7.0
50627,3.5,3.5,0.0,2.5,27.0,9.5
50628,4.5,3.0,0.0,2.5,49.0,10.0
50629,3.5,3.5,0.0,3.0,50.0,10.0
50630,4.0,3.5,0.5,3.0,48.0,11.0
50631,3.0,3.0,1.5,1.5,25.0,9.0
50632,4.5,2.5,1.5,3.5,49.0,12.0
